
Date;Time;UTC;Latitude;Longitude;Altitude;Speed;Heading;#Sat;EARFCN;Frequency;PCI;MCC;MNC;TAC;CI;eNodeB-ID;cellID;BW;SymPerSlot;Power;SINR;RSRP;RSRQ;4G-Drift;Sigma-4G-Drift;TimeOfArrival;TimeOfArrivalFN;LTE-M;5G NR;eNodeB Tx Ports;SIB2 eMBMS/DSS;MIB dl_Bandwidth(MHz);Riadky_v_zone;Frekvencie_v_zone
11.02.2025;08:46:15.872;1741675575;48.894693;21.643721;140.6;88.24;138.98;16;6300;806000000;341;231;1;8041.0;7753739.0;30288.0;11.0;10.0;7;-72.67;6.63;-90.66;-11.71;48.78;280.07;1.750419e-05;288496.0;yes;yes;;;10.0;55271;806000000 # Meraní: 1
11.02.2025;08:35:49.116;1741674949;48.984216;21.577250;154.54;76.43;168.25;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-69.01;4.92;-95.73;-17.62;-9.01;261.6;7.481894e-06;226071.0;yes;yes;2.0;;10.0;31550,31584,31611,31618;806000000 # Meraní: 4
11.02.2025;08:35:53.458;1741674953;48.983554;21.577448;152.8;78.62;169.07;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-71.4;5.42;-96.13;-17.59;-4.03;261.39;7.644902e-06;226422.0;yes;yes;2.0;;10.0;31648,31678,31690;806000000 # Meraní: 3
11.02.2025;08:35:56.085;1741674956;48.982891;21.577635;151.96;78.34;169.83;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-71.75;4.67;-92.09;-15.08;1.07;260.49;7.644491e-06;226768.0;yes;yes;2.0;;10.0;31704,31734,31755,31761;806000000 # Meraní: 4
11.02.2025;08:36:00.546;1741674959;48.982221;21.577741;150.61;72.63;;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-65.21;3.90;-87.06;-13.42;6.92;259.96;7.867144e-06;227121.0;yes;yes;2.0;;10.0;31787,31814;806000000 # Meraní: 2
11.02.2025;08:36:03.327;1741674963;48.981548;21.577813;149.91;69.44;176.14;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-75.86;5.13;-97.40;-15.77;19.98;260.56;7.743295e-06;227525.0;yes;yes;2.0;;10.0;31824,31843,31877,31905,31911;806000000 # Meraní: 5
11.02.2025;08:36:07.167;1741674967;48.980875;21.577878;149.5;69.41;176.38;16;50;2115000000;404;231;1;21041.0;7748905.0;30269.0;41.0;10.0;7;-76.97;6.76;-91.12;-18.47;20.85;259.77;8.052932e-06;227661.0;no;yes;2.0;;10.0;31916,31947,31949,31972;2115000000 # Meraní: 4
11.02.2025;08:36:11.645;1741674971;48.980202;21.577948;148.93;71.57;176.19;16;50;2115000000;404;231;1;21041.0;7748905.0;30269.0;41.0;10.0;7;-65.93;6.61;-90.29;-14.68;19.43;259.35;8.194186e-06;228026.0;no;yes;2.0;;10.0;32011,32023,32038,32072;2115000000 # Meraní: 4
11.02.2025;08:36:15.218;1741674975;48.979529;21.578018;148.52;74.74;175.75;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-73.79;4.77;-94.73;-14.17;26.43;260.04;8.237557e-06;228607.0;yes;yes;2.0;;10.0;32096,32122,32135,32149;806000000 # Meraní: 4
11.02.2025;08:36:19.664;1741674979;48.978857;21.578100;147.61;75.1;174.44;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-73.46;5.15;-93.51;-15.45;26.17;260.68;8.263168e-06;228953.0;yes;yes;2.0;;10.0;32179,32202,32208;806000000 # Meraní: 3
11.02.2025;08:36:22.398;1741674982;48.978186;21.578211;147.59;75.42;173.36;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-69.88;4.96;-91.51;-13.27;29.82;261.7;8.602361e-06;229320.0;yes;yes;2.0;;10.0;32237,32262,32274;806000000 # Meraní: 3
11.02.2025;08:36:25.141;1741674985;48.977517;21.578336;147.28;77.08;173.14;16;1300;1815000000;404;231;1;18041.0;7748895.0;30269.0;31.0;20.0;7;-70.44;13.57;-92.28;-16.04;28.39;261.38;8.744202e-06;229647.0;no;yes;2.0;;20.0;32286,32314,32337,32346;1815000000 # Meraní: 4
11.02.2025;08:36:29.767;1741674989;48.976847;21.578460;147.1;78.66;172.97;16;50;2115000000;404;231;1;21041.0;7748905.0;30269.0;41.0;10.0;7;-66.69;4.78;-86.47;-14.0;33.53;261.05;8.996071e-06;230170.0;no;yes;2.0;;10.0;32381,32383,32407;2115000000 # Meraní: 3
11.02.2025;08:36:33.797;1741674993;48.976178;21.578584;146.85;79.56;173.37;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-74.06;6.59;-94.35;-14.56;39.76;260.96;8.972912e-06;230370.0;yes;yes;2.0;;10.0;32463,32487,32493;806000000 # Meraní: 3
11.02.2025;08:36:36.498;1741674996;48.975508;21.578703;146.38;79.16;173.01;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-73.47;7.02;-94.72;-15.38;38.46;260.96;9.171315e-06;230725.0;yes;yes;2.0;;10.0;32525,32552,32564;806000000 # Meraní: 3
11.02.2025;08:36:39.229;1741674999;48.974839;21.578831;145.93;78.41;172.93;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-75.72;6.57;-95.98;-15.18;38.73;260.76;9.304448e-06;231084.0;yes;yes;2.0;;10.0;32582,32612,32637,32643;806000000 # Meraní: 4
11.02.2025;08:36:43.616;1741675003;48.974170;21.578961;144.73;81.29;173.02;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-71.19;9.58;-92.70;-13.57;40.25;260.24;9.518994e-06;231438.0;yes;yes;2.0;;10.0;32670,32696,32707;806000000 # Meraní: 3
11.02.2025;08:36:46.089;1741675006;48.973500;21.579083;144.51;83.38;173.29;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-69.47;8.03;-91.07;-15.24;41.31;259.83;9.712588e-06;231783.0;yes;yes;2.0;;10.0;32713,32753,32777;806000000 # Meraní: 3
11.02.2025;08:36:49.436;1741675009;48.972830;21.579202;144.46;84.42;173.35;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-75.07;6.93;-96.48;-14.62;44.15;259.99;9.822002e-06;232136.0;yes;yes;2.0;;10.0;32785,32814;806000000 # Meraní: 2
11.02.2025;08:36:52.445;1741675012;48.972160;21.579318;145.53;85.39;173.32;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-75.07;7.54;-97.48;-14.62;44.15;259.99;9.822002e-06;232136.0;yes;yes;2.0;;10.0;32840,32853,32870;806000000 # Meraní: 3
11.02.2025;08:36:55.233;1741675015;48.971490;21.579436;147.48;83.45;173.47;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-78.07;6.39;-96.22;-13.29;47.32;260.07;1.0095314e-05;232500.0;yes;yes;2.0;;10.0;32904,32930,32938,32965;806000000 # Meraní: 4
11.02.2025;08:36:59.886;1741675019;48.970821;21.579560;149.5;81.68;173.05;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-74.73;3.09;-96.66;-13.95;49.75;260.04;1.0304223e-05;232870.0;yes;yes;2.0;;10.0;33002,33015,33036;806000000 # Meraní: 3
11.02.2025;08:37:05.386;1741675025;48.969482;21.579803;147.66;79.96;172.92;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-74.71;5.71;-92.25;-15.69;51.71;260.47;1.0727616e-05;233620.0;yes;yes;2.0;;10.0;33139,33176,33197,33200;806000000 # Meraní: 4
11.02.2025;08:37:09.395;1741675029;48.968820;21.579996;146.89;75.92;165.13;16;50;2115000000;404;231;1;21041.0;7748905.0;30269.0;41.0;10.0;7;-67.52;16.30;-90.89;-13.84;46.37;261.01;1.0971724e-05;234132.0;no;yes;2.0;;10.0;33237,33258,33291,33322;2115000000 # Meraní: 4
11.02.2025;08:37:13.506;1741675033;48.968200;21.580393;147.17;71.53;153.94;16;50;2115000000;404;231;1;21041.0;7748905.0;30269.0;41.0;10.0;7;-71.01;16.00;-93.55;-13.32;42.12;261.44;1.1117633e-05;234495.0;no;yes;2.0;;10.0;33324,33349;2115000000 # Meraní: 2
11.02.2025;08:37:17.267;1741675037;48.967588;21.580826;147.17;70.56;157.4;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-81.54;5.27;-98.35;-14.83;49.1;261.62;1.1114497e-05;234706.0;yes;yes;2.0;;10.0;33424,33459,33470,33515;806000000 # Meraní: 4
11.02.2025;08:37:21.711;1741675041;48.966953;21.581166;147.02;76.57;166.02;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-70.7;5.04;-95.68;-15.92;43.23;262.83;1.1299596e-05;235084.0;yes;yes;2.0;;10.0;33550,33575,33584;806000000 # Meraní: 3
11.02.2025;08:37:24.084;1741675044;48.966291;21.581359;146.97;80.78;173.7;16;50;2115000000;404;231;1;21041.0;7748905.0;30269.0;41.0;10.0;7;-71.83;5.63;-94.96;-14.01;41.82;263.24;1.160295e-05;235601.0;no;yes;2.0;;10.0;33627,33652,33697;2115000000 # Meraní: 3
11.02.2025;08:37:34.449;1741675054;48.964272;21.581212;145.71;82.44;183.97;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-77.11;2.51;-89.19;-17.65;51.65;263.82;1.2041145e-05;236227.0;yes;yes;2.0;;10.0;33915,33930,33981;806000000 # Meraní: 3
11.02.2025;08:37:37.426;1741675057;48.963600;21.581138;145.43;84.1;184.22;16;1300;1815000000;404;231;1;18041.0;7748895.0;30269.0;31.0;20.0;7;-67.03;8.16;-86.04;-11.54;54.1;265.16;1.2363852e-05;236656.0;no;yes;2.0;;20.0;34008,34039,34060;1815000000 # Meraní: 3
11.02.2025;08:37:59.345;1741675079;48.958892;21.580600;148.84;77.29;184.77;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-67.56;3.72;-89.36;-14.33;69.26;269.34;1.4021787e-05;238986.0;yes;yes;2.0;;10.0;34670,34719,34750,34771;806000000 # Meraní: 4
11.02.2025;08:38:04.642;1741675084;48.958220;21.580518;148.06;72.18;185.77;16;6300;806000000;404;231;1;8041.0;7748875.0;30269.0;11.0;10.0;7;-69.77;5.05;-90.52;-14.26;71.46;269.99;1.4276613e-05;239422.0;yes;yes;2.0;;10.0;34824;806000000 # Meraní: 1
11.02.2025;08:29:36.013;1741674575;49.031557;21.519144;178.64;72.97;118.26;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;;7;-74.35;-9.48;-92.63;-21.09;-24.6;2111.11;2.5362589e-05;188795.0;no;yes;;;10.0;18527;2115000000 # Meraní: 1
11.02.2025;08:29:47.184;1741674587;49.030086;21.522571;178.79;71.5;125.38;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-72.76;4.63;-91.68;-12.36;-65.46;410.72;2.4595511e-05;189912.0;yes;yes;2.0;;10.0;18952,18983,19051;806000000 # Meraní: 3
11.02.2025;08:29:51.341;1741674591;49.029698;21.523410;178.57;71.46;126.01;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-72.76;2.61;-94.25;-12.36;-65.46;410.72;2.4595511e-05;189912.0;yes;yes;2.0;;10.0;19112,19121,19186;806000000 # Meraní: 3
11.02.2025;08:30:35.321;1741674635;49.024034;21.530035;178.14;72.86;164.24;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;;7;-68.47;11.20;-88.43;-12.06;-54.93;283.03;2.1757057e-05;194726.0;no;yes;;;10.0;21012,21015;2115000000 # Meraní: 2
11.02.2025;08:30:37.393;1741674637;49.023385;21.530315;177.38;73.26;163.93;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-68.47;10.45;-87.44;-12.06;-54.93;283.03;2.1757057e-05;194726.0;no;yes;;;10.0;21076,21170,21201;2115000000 # Meraní: 3
11.02.2025;08:30:40.400;1741674640;49.022738;21.530604;176.46;73.87;163.57;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-64.98;8.08;-85.90;-12.47;-53.17;295.53;2.1560955e-05;195144.0;no;yes;;;10.0;21238,21323,21396;2115000000 # Meraní: 3
11.02.2025;08:30:48.739;1741674648;49.021443;21.531178;175.82;76.39;162.1;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-69.46;7.26;-87.84;-11.98;-51.75;315.4;2.1112438e-05;195994.0;no;yes;;;10.0;21607,21681;2115000000 # Meraní: 2
11.02.2025;08:30:51.977;1741674651;49.020806;21.531517;175.67;79.2;160.01;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-65.66;11.21;-83.53;-10.76;-52.2;312.83;2.0893401e-05;196391.0;no;yes;;;10.0;21760,21762;2115000000 # Meraní: 2
11.02.2025;08:30:54.123;1741674654;49.020173;21.531868;175.77;79.99;160.09;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-65.66;6.94;-85.67;-10.76;-52.2;312.83;2.0893401e-05;196391.0;no;yes;;;10.0;21823,21918,21948,21987;2115000000 # Meraní: 4
11.02.2025;08:30:59.116;1741674659;49.019540;21.532222;176.64;79.99;160.31;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-67.41;4.14;-85.66;-15.45;-53.38;307.2;2.0629087e-05;196830.0;no;yes;;;10.0;22059,22131;2115000000 # Meraní: 2
11.02.2025;08:31:01.179;1741674661;49.018907;21.532576;176.26;79.45;159.67;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-65.35;6.07;-83.03;-12.14;-54.25;299.8;2.0402874e-05;197249.0;no;yes;;;10.0;22133,22186,22251,22274;2115000000 # Meraní: 4
11.02.2025;08:31:05.918;1741674665;49.018273;21.532924;176.04;80.86;160.64;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-63.98;7.46;-81.58;-11.11;-55.3;293.97;2.0156435e-05;197690.0;no;yes;;;10.0;22298,22345;2115000000 # Meraní: 2
11.02.2025;08:31:09.241;1741674669;49.017639;21.533275;176.58;81.76;159.83;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-65.65;10.90;-83.60;-11.38;-55.1;289.18;1.9920855e-05;198118.0;no;yes;;;10.0;22401,22403;2115000000 # Meraní: 2
11.02.2025;08:31:11.368;1741674671;49.017005;21.533628;177.0;81.79;160.03;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-65.65;9.34;-85.22;-11.38;-55.1;289.18;1.9920855e-05;198118.0;no;yes;;;10.0;22446,22511,22535;2115000000 # Meraní: 3
11.02.2025;08:31:21.528;1741674681;49.015102;21.534669;174.88;82.01;159.81;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-74.9;3.91;-88.85;-12.54;-54.7;283.86;1.9456798e-05;198959.0;no;yes;;;10.0;22776,22797,22820;2115000000 # Meraní: 3
11.02.2025;08:32:51.579;1741674771;49.004153;21.546694;190.75;62.28;123.32;16;1300;1815000000;412;231;1;18041.0;7748896.0;30269.0;32.0;20.0;7;-72.17;25.69;-86.56;-11.35;-46.7;278.66;1.5067698e-05;208064.0;no;yes;;;20.0;25688,25741,25743,25845;1815000000 # Meraní: 4
11.02.2025;08:33:00.926;1741674779;49.003409;21.548404;189.31;65.93;;16;1300;1815000000;412;231;1;18041.0;7748896.0;30269.0;32.0;20.0;7;-63.29;24.83;-81.27;-10.81;-59.69;276.03;1.4457515e-05;209286.0;no;yes;;;20.0;26131,26137,26198,26225;1815000000 # Meraní: 4
11.02.2025;08:33:04.564;1741674784;49.003037;21.549260;187.74;70.63;123.88;16;1300;1815000000;412;231;1;18041.0;7748896.0;30269.0;32.0;20.0;7;-63.29;29.17;-80.56;-10.81;-59.69;276.03;1.4457515e-05;209286.0;no;yes;;;20.0;26284,26311,26372,26433;1815000000 # Meraní: 4
11.02.2025;08:33:21.995;1741674801;49.001141;21.553497;183.48;82.91;125.24;16;1300;1815000000;412;231;1;18041.0;7748896.0;30269.0;32.0;20.0;7;-57.11;28.42;-77.81;-10.62;-66.81;271.26;1.32159e-05;211131.0;no;yes;;;20.0;27103,27143,27164;1815000000 # Meraní: 3
11.02.2025;08:33:25.326;1741674805;49.000751;21.554334;181.95;83.66;125.24;16;1300;1815000000;412;231;1;18041.0;7748896.0;30269.0;32.0;20.0;7;-57.23;27.28;-78.22;-10.75;-68.27;269.71;1.2950176e-05;211497.0;no;yes;;;20.0;27235,27288,27309;1815000000 # Meraní: 3
11.02.2025;08:33:43.840;1741674823;48.998805;21.558520;175.77;69.55;125.21;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-70.38;1.13;-83.92;-21.97;-64.07;277.52;1.1733664e-05;213278.0;yes;yes;;;10.0;28008,28039,28067;806000000 # Meraní: 3
11.02.2025;08:33:46.100;1741674826;48.998417;21.559358;174.91;67.46;124.94;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-62.79;9.07;-83.47;-12.02;-64.81;263.21;1.1466762e-05;213803.0;no;yes;;;10.0;28111,28140,28194,28250;2115000000 # Meraní: 4
11.02.2025;08:34:12.481;1741674852;48.996087;21.564385;171.44;61.34;124.94;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-69.5;2.02;-84.98;-21.67;-53.09;261.79;1.0232686e-05;216147.0;yes;yes;;;10.0;29097,29122,29154,29209;806000000 # Meraní: 4
11.02.2025;08:34:16.544;1741674856;48.995698;21.565223;171.34;60.84;124.89;16;1300;1815000000;412;231;1;18041.0;7748896.0;30269.0;32.0;20.0;7;-67.62;16.90;-85.70;-11.98;-52.64;260.53;1.0051961e-05;216478.0;no;yes;;;20.0;29252,29276,29326,29352,29404,29425;1815000000 # Meraní: 6
11.02.2025;08:34:22.765;1741674862;48.995303;21.566054;170.59;59.8;126.28;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-64.88;9.45;-82.25;-12.19;-48.92;260.64;9.677726e-06;217243.0;yes;yes;;;10.0;29486,29518,29547;806000000 # Meraní: 3
11.02.2025;08:34:25.746;1741674865;48.994900;21.566876;168.07;59.33;126.91;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-60.72;11.87;-80.60;-11.85;-48.31;261.25;9.516521e-06;217633.0;yes;yes;;;10.0;29586,29637,29653,29672;806000000 # Meraní: 4
11.02.2025;08:34:30.774;1741674870;48.994498;21.567698;163.05;61.67;127.64;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-63.71;9.74;-88.53;-11.32;-47.99;261.9;9.29176e-06;218039.0;yes;yes;;;10.0;29715,29746,29752,29796;806000000 # Meraní: 4
11.02.2025;08:34:35.149;1741674875;48.994067;21.568486;161.2;58.79;131.43;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-74.56;10.67;-93.31;-13.72;-44.63;261.98;8.933765e-06;218419.0;yes;yes;;;10.0;29838,29861,29867,29930;806000000 # Meraní: 4
11.02.2025;08:34:39.432;1741674879;48.993599;21.569223;160.41;55.01;140.11;16;1300;1815000000;412;231;1;18041.0;7748896.0;30269.0;32.0;20.0;7;-73.71;16.83;-89.51;-16.3;-42.54;264.18;8.687107e-06;219136.0;no;yes;;;20.0;29969,30003,30037,30061,30075;1815000000 # Meraní: 5
11.02.2025;08:34:45.397;1741674885;48.993025;21.569759;160.09;53.71;150.17;16;1300;1815000000;412;231;1;18041.0;7748896.0;30269.0;32.0;20.0;7;-58.97;16.34;-83.78;-11.21;-41.3;265.15;8.789915e-06;219506.0;no;yes;;;20.0;30115,30145,30158,30188;1815000000 # Meraní: 4
11.02.2025;08:34:50.094;1741674890;48.992439;21.570264;159.14;52.99;150.26;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-69.61;13.69;-84.43;-12.21;-36.44;265.47;8.674619e-06;219905.0;yes;yes;;;10.0;30228,30241,30247,30298;806000000 # Meraní: 4
11.02.2025;08:34:54.583;1741674894;48.991853;21.570773;158.37;52.85;150.26;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-70.49;15.39;-85.58;-15.14;-33.75;267.48;8.481445e-06;220425.0;no;yes;;;10.0;30344,30377,30380,30407,30448;2115000000 # Meraní: 5
11.02.2025;08:34:59.649;1741674899;48.991266;21.571276;157.74;53.21;149.89;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-68.55;10.94;-85.30;-15.29;-27.69;266.28;8.289819e-06;221158.0;no;yes;;;10.0;30459,30474,30510,30541,30543;2115000000 # Meraní: 5
11.02.2025;08:35:04.324;1741674904;48.990682;21.571789;157.35;53.24;150.13;16;1300;1815000000;412;231;1;18041.0;7748896.0;30269.0;32.0;20.0;7;-67.24;10.99;-81.07;-14.91;-26.15;265.61;8.266827e-06;221359.0;no;yes;;;20.0;30554,30574,30586,30621;1815000000 # Meraní: 4
11.02.2025;08:35:09.114;1741674909;48.990097;21.572299;157.03;53.24;150.07;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-63.99;12.27;-83.97;-12.29;-24.12;264.93;8.240075e-06;221767.0;yes;yes;;;10.0;30656,30664,30694,30725,30740,30757;806000000 # Meraní: 6
11.02.2025;08:35:14.160;1741674914;48.989510;21.572806;156.48;53.42;150.34;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-63.48;10.27;-80.80;-11.8;-23.03;264.2;8.188559e-06;222275.0;no;yes;;;10.0;30768,30779,30797,30824,30861,30863;2115000000 # Meraní: 6
11.02.2025;08:35:20.190;1741674920;48.988927;21.573320;155.84;55.69;149.72;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-70.26;9.91;-83.79;-12.47;-20.35;265.07;8.038219e-06;223025.0;no;yes;;;10.0;30890,30926,30936,30951;2115000000 # Meraní: 4
11.02.2025;08:35:24.166;1741674924;48.988341;21.573826;154.95;62.86;150.49;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-59.48;8.45;-81.68;-12.13;-20.58;264.94;7.969901e-06;223390.0;no;yes;;;10.0;30974,31010,31012,31038;2115000000 # Meraní: 4
11.02.2025;08:35:28.632;1741674928;48.987755;21.574334;154.15;64.08;150.01;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-63.91;9.14;-82.31;-12.44;-20.36;264.91;7.913632e-06;223754.0;no;yes;;;10.0;31077,31092,31110,31145;2115000000 # Meraní: 4
11.02.2025;08:35:32.774;1741674932;48.987170;21.574846;153.52;72.9;149.96;16;50;2115000000;412;231;1;21041.0;7748906.0;30269.0;42.0;10.0;7;-63.37;6.66;-81.69;-12.71;-19.16;263.9;7.796357e-06;224470.0;no;yes;;;10.0;31180,31182,31209;2115000000 # Meraní: 3
11.02.2025;08:35:35.229;1741674935;48.986584;21.575352;152.8;78.08;150.5;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-70.92;8.93;-89.91;-13.81;-16.07;263.78;7.638071e-06;224675.0;yes;yes;;;10.0;31236,31271,31294,31305;806000000 # Meraní: 4
11.02.2025;08:35:39.607;1741674939;48.985999;21.575863;152.23;79.52;150.41;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-69.38;9.09;-90.09;-13.36;-14.4;264.08;7.696578e-06;225034.0;yes;yes;;;10.0;31335,31364,31379;806000000 # Meraní: 3
11.02.2025;08:35:42.091;1741674942;48.985432;21.576415;153.23;80.03;145.84;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-72.69;7.46;-93.27;-15.86;-17.42;263.15;7.608596e-06;225383.0;yes;yes;;;10.0;31385,31428,31455,31462;806000000 # Meraní: 4
11.02.2025;08:35:46.509;1741674946;48.984860;21.576955;154.55;78.55;154.15;16;6300;806000000;412;231;1;8041.0;7748876.0;30269.0;12.0;10.0;7;-72.86;5.52;-94.05;-15.06;-16.3;262.57;7.584459e-06;225736.0;yes;yes;;;10.0;31492,31522,31536;806000000 # Meraní: 3
11.02.2025;08:29:55.752;1741674595;49.029294;21.524230;178.19;70.16;127.72;16;6300;806000000;432;231;1;8041.0;7972364.0;31142.0;12.0;10.0;7;-80.37;6.12;-91.36;-15.06;-10.45;605.98;0.009239529264;190357.0;yes;no;2.0;;10.0;19269,19304,19340,19417;806000000 # Meraní: 4
11.02.2025;08:30:00.634;1741674599;49.028906;21.525069;179.44;67.99;;16;6300;806000000;432;231;1;8041.0;7972364.0;31142.0;12.0;10.0;7;-66.44;5.65;-84.00;-12.85;-12.41;511.61;0.009239578677;190850.0;yes;no;2.0;;10.0;19465,19499,19576;806000000 # Meraní: 3
11.02.2025;08:30:04.259;1741674604;49.028525;21.525915;181.1;65.99;125.81;16;6300;806000000;432;231;1;8041.0;7972364.0;31142.0;12.0;10.0;7;-63.55;7.68;-85.04;-11.97;-9.28;436.24;0.00923956172;191302.0;yes;no;2.0;;10.0;19635,19667,19699;806000000 # Meraní: 3
11.02.2025;08:30:07.531;1741674607;49.028120;21.526735;181.94;64.3;128.09;16;6300;806000000;432;231;1;8041.0;7972364.0;31142.0;12.0;10.0;7;-68.9;8.90;-86.92;-11.41;-4.59;388.59;0.009239554935;191712.0;yes;no;2.0;;10.0;19769,19822,19857,19939;806000000 # Meraní: 4
11.02.2025;08:30:12.727;1741674612;49.027662;21.527487;181.98;70.7;137.97;16;6300;806000000;432;231;1;8041.0;7972364.0;31142.0;12.0;10.0;7;-69.12;9.27;-90.09;-11.95;4.47;356.33;0.009239559311;192105.0;yes;no;2.0;;10.0;20011,20041,20082;806000000 # Meraní: 3
11.02.2025;08:30:15.692;1741674615;49.027141;21.528137;181.8;73.22;143.23;16;6300;806000000;432;231;1;8041.0;7972364.0;31142.0;12.0;10.0;7;-70.76;10.31;-89.71;-14.98;12.76;332.27;0.009239598035;192519.0;yes;no;2.0;;10.0;20163,20224,20248;806000000 # Meraní: 3
11.02.2025;08:30:18.850;1741674618;49.026577;21.528697;181.92;73.69;148.95;16;6300;806000000;432;231;1;8041.0;7972364.0;31142.0;12.0;10.0;7;-67.46;11.43;-87.88;-11.91;11.82;314.26;0.009239798979;192940.0;yes;no;2.0;;10.0;20322,20390,20420,20459;806000000 # Meraní: 4
11.02.2025;08:30:24.081;1741674624;49.025967;21.529134;182.02;72.11;161.53;16;6300;806000000;432;231;1;8041.0;7972364.0;31142.0;12.0;10.0;7;-68.99;10.89;-89.57;-12.14;17.22;301.67;0.009239951337;193352.0;yes;no;2.0;;10.0;20536,20599,20608;806000000 # Meraní: 3
11.02.2025;08:30:27.113;1741674627;49.025330;21.529467;181.32;72.61;163.11;16;6300;806000000;432;231;1;8041.0;7972364.0;31142.0;12.0;10.0;7;-70.49;11.14;-89.44;-12.21;24.65;293.3;0.009240154635;193768.0;yes;no;2.0;;10.0;20683,20746;806000000 # Meraní: 2
