
Date;Time;UTC;Latitude;Longitude;Altitude;Speed;Heading;#Sat;EARFCN;Frequency;PCI;MCC;MNC;TAC;CI;eNodeB-ID;cellID;BW;SymPerSlot;Power;SINR;RSRP;RSRQ;4G-Drift;Sigma-4G-Drift;TimeOfArrival;TimeOfArrivalFN;LTE-M;5G NR;eNodeB Tx Ports;SIB2 eMBMS/DSS;MIB dl_Bandwidth(MHz);Riadky_v_zone;Frekvencie_v_zone
11.02.2025;08:26:11.352;1741674371;49.032337;21.474583;221.42;81.61;108.57;16;1275;1812500000;120;231;1;18041.0;7693601.0;30053.0;33.0;15.0;7;-63.95;13.38;-83.61;-11.58;-76.71;283.9;8.072634e-06;168329.0;no;yes;2.0;;15.0;12381,12402,12498,12572,12575;1812500000 # Meraní: 5
11.02.2025;08:25:58.186;1741674358;49.033118;21.470424;222.85;90.32;113.52;16;1275;1812500000;120;231;1;18041.0;7693601.0;30053.0;33.0;15.0;7;-60.54;12.88;-86.24;-10.79;-72.89;280.44;9.4486e-06;166599.0;no;yes;2.0;;15.0;11745,11759,11840;1812500000 # Meraní: 3
11.02.2025;08:25:53.585;1741674353;49.033976;21.468998;225.57;89.24;113.1;16;1275;1812500000;120;231;1;18041.0;7693601.0;30053.0;33.0;15.0;7;-61.96;11.85;-78.80;-11.1;-68.9;279.07;9.785088e-06;166185.0;no;yes;2.0;;15.0;11530,11571,11596,11676;1812500000 # Meraní: 4
11.02.2025;08:25:49.011;1741674349;49.033937;21.467631;227.84;84.06;113.09;16;6300;806000000;120;231;1;8041.0;7693581.0;30053.0;13.0;10.0;7;-62.38;17.48;-79.58;-10.77;-63.52;276.95;1.0162031e-05;165696.0;yes;yes;;;10.0;11355,11385,11395,11491;806000000 # Meraní: 4
11.02.2025;08:25:44.597;1741674344;49.034796;21.466205;229.54;75.92;113.05;16;6300;806000000;120;231;1;8041.0;7693581.0;30053.0;13.0;10.0;7;-61.08;14.20;-79.60;-10.88;-60.48;275.46;1.0478355e-05;165248.0;yes;yes;;;10.0;11200,11206,11271;806000000 # Meraní: 3
11.02.2025;08:25:39.469;1741674339;49.034756;21.464839;231.46;74.12;113.12;16;6300;806000000;120;231;1;8041.0;7693581.0;30053.0;13.0;10.0;7;-60.59;13.15;-78.88;-10.7;-58.37;276.13;1.0779231e-05;164806.0;yes;yes;;;10.0;10984,11030,11055,11129;806000000 # Meraní: 4
11.02.2025;08:25:34.020;1741674333;49.035615;21.463412;234.05;67.97;113.39;16;6300;806000000;120;231;1;8041.0;7693581.0;30053.0;13.0;10.0;7;-62.16;13.42;-78.27;-10.95;-59.19;276.12;1.1063441e-05;164325.0;yes;yes;;;10.0;10766,10836,10852,10918;806000000 # Meraní: 4
11.02.2025;08:25:27.107;1741674327;49.035576;21.462046;236.73;63.47;113.34;16;6300;806000000;120;231;1;8041.0;7693581.0;30053.0;13.0;10.0;7;-62.84;13.41;-79.73;-11.54;-55.79;276.25;1.1338926e-05;163905.0;yes;yes;;;10.0;10519,10587,10641,10674,10687;806000000 # Meraní: 5
11.02.2025;08:25:20.932;1741674320;49.036435;21.460619;236.72;58.68;114.37;16;50;2115000000;120;231;1;21041.0;7693611.0;30053.0;43.0;10.0;7;-67.89;9.01;-84.82;-11.23;-58.59;276.45;1.1730176e-05;163287.0;no;yes;2.0;;10.0;10303,10308,10353,10426,10450,10475;2115000000 # Meraní: 6
11.02.2025;08:25:26.856;1741674326;49.035536;21.460679;237.14;63.0;112.44;16;6300;806000000;120;231;1;8041.0;7693581.0;30053.0;13.0;10.0;7;-68.33;11.37;-87.68;-12.38;-54.68;276.82;1.1603138e-05;163509.0;yes;yes;;;10.0;10500;806000000 # Meraní: 1
11.02.2025;08:25:13.364;1741674313;49.037293;21.459193;237.32;61.56;134.66;16;50;2115000000;120;231;1;21041.0;7693611.0;30053.0;43.0;10.0;7;-68.36;11.16;-86.94;-11.41;-62.56;275.94;1.2156466e-05;162468.0;no;yes;2.0;;10.0;10016;2115000000 # Meraní: 1
11.02.2025;08:25:14.610;1741674314;49.036395;21.459253;237.0;61.09;132.82;16;6300;806000000;120;231;1;8041.0;7693581.0;30053.0;13.0;10.0;7;-72.28;7.41;-87.98;-11.96;-59.45;277.34;1.2240715e-05;162284.0;yes;yes;;;10.0;10051,10085,10106,10169,10198,10230;806000000 # Meraní: 6
11.02.2025;08:25:04.202;1741674304;49.038152;21.457766;239.57;67.75;144.87;16;6300;806000000;120;231;1;8041.0;7693581.0;30053.0;13.0;10.0;7;-71.88;9.62;-90.14;-11.31;-65.82;279.82;1.2694739e-05;161481.0;yes;yes;;;10.0;9685,9758;806000000 # Meraní: 2
